movieId,tagenc
7135,9036 10011 14528 14789 16265 19201 1955 10011 10860 1955 2937 13846 15085 1955 2940 2910 12584 15085 12582 904 8344 
7136,286 10200 11786 14132 14308 17892 17971 7952 18990 9867 15648 17755 1955 2910 14132 1955 2940 14269 5371 2910 16977 2025 1955 2910 2969 
7137,7081 460 10411 12571 5221 8743 15066 5221 5987 460 5221 5987 5988 6333 16265 8743 8656 10411 12571 4853 15353 7420 
7138,6527 
7139,13465 3834 15079 9200 15079 18413 1721 11860 3830 3834 15555 18049 5992 14851 9200 12960 14840 18976 14143 3720 4248 13465 3830 3834 15555 17373 18049 13465 15079 17373 1721 3830 3834 13465 11966 9200 3720 13465 14532 15079 17373 14972 12960 3720 14840 15079 18413 8344 
7141,11592 11395 11592 14557 16751 14090 11498 2873 2875 11498 17320 3763 3763 64 11776 8180 
7142,3636 4204 17805 11265 9744 15163 9692 11265 13185 4204 17805 9692 11265 13185 
7143,13195 3636 13632 4035 4039 16408 16781 13195 16781 14422 8212 13254 2529 4684 8212 247 10837 2529 13195 3636 13632 4035 4039 13897 4684 14055 14422 5824 16408 16781 17983 8212 8260 18492 18979 13204 4035 16781 4035 4039 14422 16781 4039 14055 3636 4035 14422 5824 10837 4035 16781 17983 3636 13632 4035 4039 14422 5824 16781 8212 2529 13632 14422 16781 8212 247 13632 5653 4035 6654 17983 4035 4684 16781 9176 10439 247 10439 3636 13632 14422 6654 16408 16781 17983 8212 18972 5824 247 14422 6654 8212 13195 4035 4039 4684 8212 184 5653 11930 2529 3597 4684 10837 11167 11930 13195 4035 14422 16408 16781 8212 18979 13195 14422 16781 13195 3636 13632 16408 8212 10837 2329 13632 2663 4035 13756 4039 16781 18712 19017 4035 4035 18492 4039 4684 14422 6654 16781 17983 16781 17983 13897 16781 18844 13195 16781 8212 1027 11167 4035 14422 16408 16781 17983 4035 8212 14422 17983 8212 3636 16408 13195 4039 4684 5824 16781 8212 13754 16781 18979 9176 3597 4684 8212 4035 12748 
7144,4524 
7145,5174 
7146,15353 
7147,10011 12141 17830 17941 18556 8649 2726 11678 12200 13455 8150 8150 12200 17937 8150 10011 10132 2803 14336 16685 17744 17941 8150 8150 10011 13455 17937 17941 8150 8957 9025 10011 12200 14336 16265 16438 16685 17941 8150 18556 9025 11678 12244 13107 13455 16438 17830 17937 18225 8150 10011 1426 12189 2763 13107 3894 16438 17029 7194 17830 19121 2726 8150 9025 10011 1835 10890 11678 12200 16265 16438 17937 17941 18225 8150 18556 17937 17941 8150 17744 1145 9025 13455 17937 12200 16265 1835 12170 13107 3534 17750 18549 17744 19155 17744 8150 9025 14336 14751 17941 9115 12017 13129 17744 6513 5991 9025 10011 10890 11678 12200 13455 16265 16438 16685 17937 17941 8150 10011 11678 14336 16265 16685 17830 18225 8150 18556 16265 10011 17830 17744 448 1835 2726 17830 17937 11678 12200 16265 8150 9810 12200 17937 13459 12200 11678 8692 9865 16265 16438 17750 8150 11337 16438 17750 17937 18225 18244 17796 8150 9025 10011 11678 16438 17937 17941 17941 18556 17937 16438 18556 2726 17941 9025 10011 11678 12244 13455 14336 16265 16438 17750 17830 18926 8989 419 10011 10699 1426 10830 10844 2081 11965 2763 12640 12692 13459 3894 4771 14336 14751 5991 6144 16768 17029 7194 17750 17941 18549 19193 10011 10890 16265 16438 9025 10011 10890 11678 2726 12200 14327 16438 17937 17941 18556 11678 17830 17937 8150 16751 18014 12541 18413 17937 18225 17744 9810 10011 13459 14336 17941 8150 18556 17744 8150 2761 12200 11678 12200 17941 8150 448 526 11678 2726 4208 8150 12200 12200 3534 8150 18556 11678 12200 13455 17830 17941 18225 11457 9025 9810 13459 17830 9810 11678 17941 8150 18556 10844 11229 16265 17744 9810 9989 10699 17937 18015 19121 16016 16054 17937 17941 3308 9810 10011 12200 13455 14336 17937 17941 8150 18556 17744 9025 10011 1835 10890 11678 12200 13455 13459 14336 16265 16438 17937 17941 8150 18556 17744 17744 11678 14336 16265 17937 11678 11678 8150 11123 11468 10011 10890 11678 12244 13455 17830 18225 18556 14198 16016 18505 8957 9025 10011 1835 11678 14336 16265 16438 16685 17830 18244 9810 2726 8150 11678 12200 17941 18225 8150 8957 9025 10011 10890 11678 12200 12244 13455 13459 14336 16265 16438 17937 18225 8150 18556 9025 9810 10011 10890 11678 12200 12244 13459 16265 17937 17941 8150 16977 17750 18991 17879 9810 1835 17937 11326 11671 12200 14119 17742 12242 10011 17937 17941 14336 17744 8150 10695 2726 16265 17937 8150 11678 16438 17830 17937 8150 18556 2025 10011 11678 12244 17937 18225 9989 10890 11678 17830 18556 8957 2803 11360 18225 10011 11678 12200 8150 18556 17830 17937 8150 11943 8150 2726 17744 17744 10968 12244 12365 12398 12692 14373 5991 16626 17750 17941 11678 12200 17941 8150 17744 9025 10011 11678 12200 17830 17937 8150 18556 1046 2803 17941 9989 10011 10890 11678 12200 13455 17830 17937 8150 18556 
7148,
7149,1856 3908 5371 7061 10132 3908 4650 13900 4650 7061 5986 3908 4651 9057 13100 5975 5739 9057 1856 13100 3908 5739 9057 12284 5371 15357 19019 1856 3908 13900 1856 7061 3908 4650 7061 3908 4650 1856 
7150,2807 5336 3338 5336 3338 5336 2807 3338 5336 2807 10968 17264 18549 
7151,100 11053 14173 15620 18932 16831 18928 1843 100 1843 11860 16831 18928 100 9431 16831 10668 10826 16831 9810 12805 3602 7333 18928 2409 806 16831 18928 12805 18928 16831 100 3602 18928 14143 16831 1843 11860 12936 18928 806 6375 1749 6444 100 18928 18932 10668 1843 16831 18928 100 9431 10720 10844 11053 5808 15620 18928 18932 100 9427 9810 5808 15620 17373 10132 15621 16831 15620 100 806 9431 10844 11053 11860 3602 15620 18928 9420 9810 10339 10720 10844 11053 11677 12840 13775 14352 5808 15620 9810 10132 1843 13195 16831 17373 18114 
7152,11279 15352 9810 3771 15720 
7153,8649 8989 9550 19205 12200 14628 12200 335 9025 9469 9810 11918 12203 14336 14892 14970 15089 17830 18499 8533 18979 9469 11443 12200 12908 12200 14226 18300 14937 8205 6108 13161 9025 12200 12203 13161 14892 17830 3733 9839 10924 13835 14966 15513 9469 11771 14046 15439 16709 17723 17830 17970 18108 9469 2551 12200 6082 17044 9025 12200 14628 15008 18300 6422 11918 11930 12200 12908 6179 6108 6422 12908 12947 14257 6174 15523 18326 9025 9810 12200 13161 13459 14160 14257 14336 6106 6108 12200 12316 18979 15523 16347 19205 12200 14892 19205 19205 12908 335 9025 9469 9810 11918 12200 13161 14160 14257 15513 18979 12200 6422 8205 10430 11840 18871 12200 18300 9469 15393 12200 12203 13161 6422 17830 18979 12200 8989 9025 12200 12203 13161 14336 18979 15523 9810 12200 15592 12200 15523 9550 16359 18326 7602 12200 14851 9810 9025 9469 9648 14336 6422 671 1082 1172 1533 2192 2355 2551 3674 3728 3733 4405 4604 4985 5596 6082 7375 7376 8533 15523 11930 14122 2454 6108 16987 12908 15523 9025 9469 12200 12203 12936 13161 16846 17830 6108 9025 11930 12200 3674 6422 11931 8533 18979 10439 12200 14892 6108 13459 12200 19205 15523 15523 12200 13161 14336 15523 18972 12908 13161 14970 16983 16987 6108 9025 9469 12203 13459 6097 6108 18108 18979 5824 6422 18979 8989 9469 9550 11844 12947 13951 14336 15393 6105 6106 6108 7311 6108 8989 13459 13161 14205 12200 6108 9850 12200 6108 374 11443 11839 11930 11931 12200 13161 13459 14226 14336 14892 14937 14966 14970 15054 16846 8205 19205 9025 9469 9810 12203 13161 14892 14970 9025 9469 12200 14336 18108 18979 11750 16987 12200 5714 15523 10117 6422 7377 12200 8205 18499 9810 11918 11930 12200 12203 13459 14160 14336 6097 6108 6422 16846 8205 18979 12908 12908 9025 9810 12200 14336 14892 8205 18326 9025 9469 12200 12200 10238 10938 12472 12502 6174 9025 9469 9810 12200 14336 14966 15523 6108 12908 8098 11750 15523 12200 8098 12200 12090 12200 11750 16987 9025 9469 12200 13161 15523 18108 9810 12200 6097 6108 12908 19205 2330 609 9648 9810 18979 2663 9810 9965 11918 11930 12464 14198 14892 5824 6106 16712 16846 17044 8205 335 9025 12200 12203 12936 13161 13459 6097 6106 6108 14937 16359 12200 9025 12200 14336 12908 374 12200 12203 6108 12908 15592 19205 12200 12623 15054 12908 8204 9025 12200 13459 16983 9469 12936 14892 9469 12936 12200 6422 18499 6097 6104 6105 6106 6114 7311 7313 7314 7317 7318 7320 6108 6097 6108 8957 9025 12203 14336 16983 8205 609 12200 12203 14336 15523 9025 12200 14336 12203 9025 13161 14160 14336 14892 18979 9025 9469 12203 13459 14336 6108 16846 17830 12908 15523 15523 12359 15523 12200 12200 6422 6108 15599 6422 335 9025 9469 12200 13161 14122 14257 14336 17830 18499 6108 12200 9810 12200 14892 8954 9810 11051 11443 16124 16920 17560 17744 11918 1418 12200 6422 2551 12200 12908 17830 12200 12908 14970 6108 15523 12908 19205 9810 9965 12203 3673 13459 986 2803 14226 6108 8205 335 8989 9025 9469 9810 11918 12200 12203 12908 12936 13161 13459 14336 5714 14970 15523 6097 6108 18979 12200 14336 2025 8205 12200 6108 6422 8205 9025 2551 11918 11931 12200 12936 13161 3733 14336 14892 6082 6422 9025 9469 11918 12200 12502 13161 14336 14892 15008 15523 6097 6108 18108 18979 335 374 2803 9810 12200 6108 11918 12200 12464 8989 9025 9469 9810 11918 12200 14892 16846 18979 9025 12200 15522 15523 2551 3733 4985 5596 6082 6422 8533 12588 14533 16626 9810 12200 8205 12200 14336 16846 18979 9025 12200 13161 14336 6108 9025 9469 12200 12936 14336 6108 16846 12200 6108 14160 10132 14198 15523 8344 12200 6108 
7154,16854 12888 4543 4544 4754 17029 7836 18413 5157 5208 4543 4544 4754 4543 4544 7836 13432 6513 7836 10564 10830 4543 4754 17029 7836 18413 10564 10830 11804 12284 4543 4544 4754 5157 114 10830 11804 16088 16855 12888 10564 11860 14327 16016 17029 18413 4754 3249 16855 14114 15442 4543 14327 7836 
7155,18520 9821 2409 5994 14851 3533 1325 10360 5993 1325 3533 5994 9821 3533 2620 15357 18520 9821 15352 8781 19019 5993 5994 2620 3533 8781 
7156,5805 12252 3602 6464 3602 18847 2683 14851 11625 3602 8529 117 2683 13204 16438 18224 8530 13269 13426 14215 2683 3602 13269 6099 18224 8530 8529 3602 2683 18724 2683 3602 16438 18224 8530 16438 16438 13204 14646 6099 8530 19328 8529 8529 3602 2683 3602 18224 904 3602 11943 8530 5805 8180 3602 16438 18224 8530 
7157,10756 4524 15651 15651 10047 4524 15651 2024 
7158,11216 13104 13632 16752 11212 11279 13632 14728 16751 1053 4150 14728 13104 5992 17181 13322 11216 3824 14728 9810 11216 2256 5991 5992 16751 16752 13104 13632 16752 13104 5992 11216 11279 13465 8467 583 11216 13104 4150 16752 10508 11216 13104 15831 2256 10508 15831 8989 583 11216 11491 16368 1053 4150 2256 13104 4150 15831 1053 11216 11279 2256 5991 5992 16752 8467 2256 6174 583 13104 16752 12923 13104 15866 9810 13465 15354 15592 13104 16752 16368 19018 7419 4150 583 1053 11216 13465 4150 16368 2010 583 7226 17181 2025 11212 13104 13465 14728 1053 4150 583 11216 13465 3825 5991 15442 16752 17181 13104 16752 
7159,18275 9891 1325 12422 2899 12541 19201 8606 8798 
7160,9821 17047 9164 1607 1716 1716 12521 9821 9989 11142 11279 11395 11663 14083 14557 14900 16127 16329 17047 18520 11395 18578 9001 9164 1607 1716 11404 12430 14900 16127 16930 17047 14557 220 1029 1607 14083 16329 1607 11547 14557 18520 9164 1607 1716 2409 1607 1716 6587 14557 14557 5994 14557 14851 9821 1607 14557 14557 14557 14557 14557 14557 14557 5727 14557 9821 1607 1716 14088 14900 1183 1607 1716 11663 15530 16987 17047 14557 76 1607 1716 17047 14557 14557 1183 17047 2663 11492 16127 17047 18520 1607 1716 6091 11279 11395 18520 11859 17047 6091 14557 14557 9164 10204 1947 11279 17047 1607 1716 14083 17047 18520 1947 2409 17047 1607 1716 14083 14111 14533 15442 6091 9821 1607 1947 11279 17047 18520 14557 14557 
7161,1242 3580 7784 12168 4580 7512 550 6503 
7162,744 4528 11079 5872 5872 6821 4528 13852 15113 15739 16543 5994 1762 4528 14266 576 6472 15523 15523 4528 5872 6821 8632 744 1749 1762 7061 5711 9810 4528 14266 7061 4528 5872 8632 9384 10835 6119 12877 4528 5760 6821 576 9810 10704 15357 11395 1762 19017 576 9810 1762 11079 4528 6472 6821 8632 6113 15602 5872 6113 6821 12877 14266 19084 16353 2010 1762 11930 2409 7061 8632 13195 4528 14162 18974 1762 2378 4528 5872 6821 5805 15523 1145 
7163,8989 9582 8989 9582 9810 6467 16862 16862 8409 9741 3620 1047 6467 16862 1047 15687 309 4632 5443 9810 6467 16862 8409 1047 15687 6836 17512 8409 6836 6467 9582 16862 6467 8409 6467 6467 6467 14540 8409 9810 10297 6467 16862 9582 6467 16862 8409 6467 9810 6467 16862 309 9582 1047 6467 16862 8409 9582 6467 16862 6467 309 17512 6467 1145 16862 6467 
7164,8989 6431 12193 6391 4053 5096 12200 16685 17830 4261 8989 9810 9824 12200 6184 4053 9810 3889 9824 13456 3889 6431 15720 3889 6431 17830 6431 18928 
7165,11265 6945 5994 11265 15357 
7166,904 3712 
7167,867 5994 14090 866 
7168,14090 15408 10005 10297 11946 14399 15353 16253 9752 9877 10005 1997 12502 12978 13511 13775 13983 14086 14399 14454 14713 5987 5991 5993 15442 15503 15504 16957 17164 17169 7198 18523 19243 9752 10005 11946 14086 5988 15408 
7169,16045 9912 16002 16045 5346 11980 16954 8386 11229 
7170,733 2494 5713 
7171,5848 16127 17047 13333 5805 
7172,5999 
7173,12711 10860 1055 6472 1055 1055 12541 13782 6472 10860 1055 13782 6472 13782 15264 6472 1055 13782 4364 1055 4147 13782 1055 6472 10860 10860 13782 12541 12711 1145 1055 2216 13782 
7174,9727 18098 11573 9808 14322 18007 
7175,14835 10695 10987 16101 17370 10461 14835 14835 
7176,12727 13668 14528 15866 3939 3939 
7177,379 10695 11570 3086 3861 17450 11547 1971 2885 379 13487 3861 5539 16484 6217 14111 
7178,6989 8989 9810 2753 9810 9810 13770 5821 16685 1428 
7179,8989 9810 10110 8954 9810 10738 11443 16920 17744 
7180,14090 7005 
7181,11570 11648 14161 18013 18108 1192 3162 6694 14090 7726 6095 30 35 40 49 57 65 1428 6162 7584 8573 
7182,7160 8343 2024 117 7160 8343 
7183,15357 2024 
7184,7917 9818 8021 
7185,211 9110 10666 10798 10860 11026 11619 16016 16611 1121 
7187,15357 11125 15506 16647 
7188,14090 
7189,13458 
7190,8989 9519 2229 9810 10080 1608 15520 1608 2025 10721 2409 
7192,10375 11704 13162 14422 7516 10375 1428 
7193,640 16667 10721 11026 15651 16085 16667 16806 17796 640 3469 12085 16667 3232 3234 10860 
7194,14090 6166 4099 904 
7195,14090 18036 6736 30 35 40 49 57 63 65 68 73 80 81 86 87 
7196,14090 2951 6029 
7197,14090 9071 15216 18128 
7199,18976 14090 1227 2130 16958 6629 2626 
7200,3051 6166 7029 
7201,3155 14090 
7202,19342 3405 19342 17945 15357 
7204,3908 904 14835 
7205,14090 7381 1469 7381 4394 199 615 904 1428 10324 1469 11406 7381 
7206,11319 13361 14132 16810 19201 15592 1955 1955 3933 5711 1955 3933 16810 17283 19201 3933 904 1121 10142 10399 11609 12129 13322 13888 14111 14352 14385 15040 6103 17283 18597 6103 14748 15602 
7207,117 17636 904 1121 
7208,8989 9144 9588 16459 18000 7336 3793 9144 9810 11643 6974 15720 904 2023 2024 11943 
7209,3933 9036 2775 14132 17830 8462 19121 19201 4034 1955 3933 5711 3763 9858 2899 13320 15163 18784 1121 2025 9858 13320 15163 18784 3933 19121 19201 15067 
7210,1955 4351 904 1428 4351 15863 18673 5768 15442 
7211,4486 9004 
7212,14090 13361 13701 14132 18013 19201 1521 3660 11164 11165 14646 11164 14547 7424 904 16589 
7213,904 
7215,8989 9535 1232 16464 16465 3660 8989 9535 3660 18802 3660 12541 9810 2674 8738 283 2674 12541 3685 904 1428 2023 2024 8344 
7216,9790 11142 3685 6736 3685 3685 
7217,15189 15189 1232 15189 14090 15188 294 9469 12727 3408 14789 15187 6008 3685 15189 15189 15189 15189 15189 15189 15189 15189 15189 15189 2230 15189 15189 15189 9211 15189 904 3685 15189 2769 
7218,14802 8687 13459 8734 3763 748 3547 14802 904 5768 
7219,14090 6736 18515 904 2769 
7220,9024 
7221,2913 2913 4094 
7222,1969 11197 11199 16118 18668 17439 2025 
7223,15189 15189 15189 15189 15189 15189 15189 15189 14963 15189 15189 15189 15189 15189 15189 14963 15188 15189 15189 15189 15189 15189 14963 15189 904 2025 14963 5768 14963 14951 14963 15189 14963 
7224,10164 16179 904 
7225,801 10093 2339 11592 18520 119 11592 12541 14906 17834 18520 10093 10093 14906 9411 1121 801 10132 14910 2339 
7226,7270 
7227,14090 3745 9810 15360 16088 15360 
7228,9159 17245 6710 15188 9159 9297 3419 4729 1428 8463 
7229,976 3975 4339 5476 5494 9001 9569 91 15720 
7230,8989 9448 9889 1876 1881 11961 14900 16450 904 2024 
7231,904 
7232,1955 3982 9469 12060 3775 14568 3775 15354 15357 
7233,2025 
7234,10699 14528 15417 6103 17029 10048 14528 15866 17029 17830 2830 4034 1955 2824 2824 10699 15417 748 13726 14528 15720 3197 15866 904 2025 3874 14111 14114 6103 
7235,10249 10249 10955 11570 12434 16265 17830 18108 10585 11570 12107 12827 17598 11570 17830 7964 11570 12827 14365 15506 7964 18108 18904 18904 10249 17598 7964 11570 12107 17830 7964 10249 11570 12107 12107 7956 7964 12107 17598 7964 12099 14365 7964 10249 10249 12099 13695 10955 7964 18108 18904 2024 9349 11570 12827 15506 17830 7964 18108 18899 18904 18904 18904 8344 18904 
7236,9273 11763 15973 14279 15973 16265 15973 11763 15973 17027 11763 15973 11763 15973 14279 15973 11763 18009 11603 11763 11767 14279 15973 904 11763 15973 
7237,9810 2753 
7238,14900 5961 10048 10955 11570 11648 14308 17487 19286 4034 659 1955 6029 112 659 10020 2010 13204 6526 2025 
7239,199 615 904 2024 
7240,1183 3602 9810 9816 1143 1713 15357 16484 16712 1121 1428 
7241,15023 15023 659 1955 6529 12055 17945 904 15023 15023 15023 
7242,9810 2574 1121 2025 
7243,8395 11930 77 14198 9038 13087 1994 16484 904 1428 2025 5768 
7244,5130 18667 13458 2025 8344 
7245,904 2025 8344 
7247,1027 10721 10571 10571 14926 14851 2285 199 9548 9810 12168 3003 12566 13532 13681 6145 16910 17317 4677 2288 14926 9810 10721 12541 14910 199 904 1121 2025 7882 2285 9810 2285 
7248,1183 3602 14111 7554 
7249,9328 9818 13320 5795 
7250,812 5795 5822 904 1121 
7251,14090 
7252,904 
7253,1767 1767 4476 904 2024 8463 1767 5768 
7254,16862 18556 239 9148 14460 5988 16862 18251 18556 18562 14459 14460 13632 16197 18251 1637 11893 14460 18251 18251 9148 14460 14540 18251 14540 14963 5713 830 2650 3891 9148 830 1188 10571 10572 11663 14257 14540 5713 5986 16197 16685 16862 16868 17952 18225 18251 18556 18562 9462 10571 14460 16197 607 17952 18251 9148 18251 18251 9148 17902 10437 16862 17902 18248 830 10310 9148 16862 18251 18251 9148 16862 18251 830 14540 16197 16868 18225 9146 9148 830 13632 5713 16197 16835 16862 17952 18251 9148 830 1188 16862 18251 18556 9148 16835 18251 607 830 3891 5708 9148 17952 18251 16835 18126 5986 13632 15352 1188 14257 16862 16868 18225 18251 18556 18562 9148 16197 18556 16197 18251 9146 9148 13632 14460 14540 5713 11893 13053 15352 18225 18251 18556 9146 830 10571 14459 14460 17952 18251 18251 16685 18251 18556 9146 14460 14540 16197 17952 18251 11625 18251 9148 9438 14460 14539 15352 17952 18251 830 17952 18251 9148 14540 16862 17952 18225 18251 18556 9148 830 14460 16197 16862 14257 16197 18251 18556 9146 9148 13632 14540 5713 16862 16868 17952 18251 18562 11490 9148 9148 10571 13632 14257 14540 5713 16197 16685 16862 16868 17952 18251 18556 18562 16862 18251 9146 17952 18251 9148 1188 14257 5713 16197 16685 16689 18225 18251 2650 16192 18251 9148 18225 17952 9148 830 14460 16197 18251 18556 9148 10571 5713 16197 18251 830 16862 18251 830 5713 16197 9148 10571 14459 5713 5988 16197 16685 16862 18251 18556 830 9146 9148 14540 5713 16197 17952 18251 12678 12025 16192 2663 9146 9148 10571 13632 15353 15692 18251 18251 830 19017 9148 1637 16197 18251 18562 830 12932 830 11279 16862 18225 14540 17952 18251 15602 830 14555 17796 17820 15599 17796 14460 18251 18556 830 18562 9146 9148 10571 13632 16197 16246 16862 17952 8163 9438 18556 18562 11663 830 16197 17952 18562 14460 9148 11943 16868 18251 9148 13632 16197 18251 18556 830 9146 9148 9462 10437 2774 12452 12932 13384 13840 14540 14555 5805 15692 9148 830 17796 1637 
